id;nome;codigo;preco;situacao;tipo;unidade;estoque;categoria
16656548549;"ESCORREDOR DE LOUÇAS PLAST";"3104000004519";24;A;P;"";8;""
16656540092;"JOGO XADREZ / TRILHA 2 EM 1";"3104000004518";17;A;P;"";9;""
16656536757;"JOGO DINHEIRINHO 50 PÇS";"3104000004517";6;A;P;"";4;""
16656524703;"BONECO BRINQUEDO SUPER HERO";"3104000004516";24;A;P;"";9;""
16655985896;"SACOLA DE PRESENTE 8,00";"3104000004514";8;A;P;"";82;""
16655968702;"SACOLINHA DE PRESENTE";"3104000004513";4;A;P;"";82;""
16655768628;"OCULOS BRASIL";"3104000004512";12;A;P;"";10;""
16655553252;"BUCKET";"3104000004511";24;A;P;"";11;""
16655432916;"CAIXA DE PRESENTE GRANDE";"3104000004510";27;A;P;"";0;""
16655432728;"CAIXA DE PRESENTE PEQUENA";"3104000004509";17;A;P;"";0;""
16655432170;"CAIXA DE PRESENTE MEDIO";"3104000004508";24;A;P;"";2;""
16655406698;"KIT BUCHINHA C/ 24";"3104000004507";17;A;P;"";24;""
16655397163;"BOLA PULA PULA";"3104000004506";27;A;P;"";6;""
16655387412;"VENTOSA PORTA CARTÃO";"3104000004505";12;A;P;"";83;""
16655324838;"PULSEIRA SMART COURO";"3104000004504";47;A;P;"";2;""
16655294325;"TOALHA DE MESA QUADRADA";"3104000004503";12;A;P;"";6;""
16655289770;"BRINQUEDO ESCUDO LANÇA DARDOS";"3104000004502";17;A;P;"";10;""
16655287560;"BRINQUEDO PONEY PREMIUM";"3104000004501";27;A;P;"";4;""
16655280699;"DESENTUPIDOR DE RALO";"3104000004500";6;A;P;"";10;""
16655279087;"CESTA RETANGULAR";"3104000004499";12;A;P;"";8;""
16655274009;"MINI FORMA BOLO";"3104000004498";12;A;P;"";11;""
16655270614;"CABIDEIRO 6 GANCHOS";"3104000004497";12;A;P;"";10;""
16655257733;"ESFERA LAVA ROUPA";"3104000004496";12;A;P;"";17;""
16655252954;"PRATO BABY 360";"3104000004495";24;A;P;"";2;""
16655247211;"CASE BRILHO+PELIC IP 11";"3104000004494";36;A;P;"";10;""
16655225591;"LUMINARIA DE MESA";"3104000004493";12;A;P;"";9;""
16655223926;"FACA 6PÇS";"3104000004492";12;A;P;"";10;""
16655191797;"CASE MT EDGE 60";"3104000004490";12;A;P;"";24;""
16655024775;"BOLSA DE VIAGEM DOBRAVEL";"3104000004489";24;A;P;"";3;""
16655024078;"POP TUBE GIRAFA";"3104000004488";12;A;P;"";8;""
16655021807;"LUMINARIA DE MESA PREMIUM";"3104000004487";24;A;P;"";1;""
16655020625;"BOLA DE FUTEBOL";"3104000004486";24;A;P;"";8;""
16655018396;"CENTRO DE MESA";"3104000004485";24;A;P;"";9;""
16655016682;"BRINQUEDO TRENZINHO DE ANIMAL";"3104000004484";27;A;P;"";6;""
16655015439;"MINI CANECA COM CORAÇÃO";"3104000004483";17;A;P;"";3;""
16655014862;"PORTA COPO CORTIÇA";"3104000004482";12;A;P;"";9;""
16655013721;"POP TUBE ROBO C/LUZ";"3104000004481";12;A;P;"";9;""
16655004401;"CASTIÇAL DE CORAÇÃO";"3104000004480";12;A;P;"";8;""
16655002964;"BRINQUEDO CARRUAGEM COM PONEY";"3104000004479";24;A;P;"";7;""
16654983057;"GARFO 6PÇS";"3104000004478";12;A;P;"";28;""
16654975500;"KIT SALEIRO + MOEDOR DE TEMPERO";"3104000004477";24;A;P;"";10;""
16654973964;"MAQUININHA AGARRA BOLINHA";"3104000004476";17;A;P;"";-1;""
16654971636;"BEBEDOURO PATINHO";"3104000004475";17;A;P;"";1;""
16654967351;"BRINQUEDO VIOLÃO";"3104000004474";24;A;P;"";7;""
16654954895;"ANEL PARA GUARDANAPO";"3104000004473";24;A;P;"";3;""
16654951045;"TOALHA DE MESA ESTAMPADA";"3104000004472";12;A;P;"";8;""
16654948479;"PROTETOR DE QUINA DE SILICONE";"3104000004471";12;A;P;"";9;""
16654943868;"BRINQUEDO TRENZINHO A CORDA";"3104000004470";12;A;P;"";10;""
16654938022;"CESTO MULTIUSO PARA PORTA";"3104000004469";24;A;P;"";1;""
16654933954;"GUARDANAPO";"3104000004468";12;A;P;"";8;""
16654931283;"CENTRO DE MESA FOLHA";"3104000004467";36;A;P;"";3;""
16654923560;"JOGO CONECTA BOLINHAS";"3104000004466";24;A;P;"";9;""
16654915064;"PALITEIRO CERÂMICA DE LANCHE";"3104000004465";24;A;P;"";15;""
16654913309;"KIT UTENSILIOS DE BAMBU C/4";"3104000004464";24;A;P;"";7;""
16654912031;"BRINQUEDO ELEFANTE C/LUZ";"3104000004463";24;A;P;"";9;""
16654910859;"BRINQUEDO RATINHO A CORDA";"3104000004462";12;A;P;"";8;""
16654906650;"ESTILINGUE DE BALÃO DE ÁGUA";"3104000004461";12;A;P;"";7;""
16654896167;"AVIÃO PLANADOR";"3104000004460";24;A;P;"";10;""
16654894677;"GANCHO INOX OVAL";"3104000004459";12;A;P;"";8;""
16654890533;"LANÇA HELICE C/LUZ";"3104000004458";12;A;P;"";10;""
16654888485;"BRINQUEDO ARCO E FLECHA";"3104000004457";12;A;P;"";8;""
16654286236;"BODY EM RENDA FRENTE";"3104000004456";24;A;P;"";3;""
16654272232;"MASTURBADOR CAPSULE SEXY";"";24;A;P;"";;""
16654264980;"MASTURBADOR EGG FUNNY SEXY";"3104000004454";24;A;P;"";0;""
16654257116;"BODY RENDADO + PERSEX SEXY";"3104000004453";27;A;P;"";10;""
16654235906;"CONJUNTO SEXY";"3104000004452";24;A;P;"";15;""
16654218555;"MASCARA TIAZINHA SEXY";"3104000004450";12;A;P;"";6;""
16654207756;"ALGEMA DE COURO MACIO";"3104000004449";17;A;P;"";6;""
16654196469;"CINTA COURO PARA PRÓTESE SEXY";"3104000004448";24;A;P;"";5;""
16654191031;"CINTO DE CASTIDADE SEXY";"3104000004447";17;A;P;"";5;""
16654185991;"SEPARADOR DE PERNAS E BRAÇO";"3104000004446";24;A;P;"";10;""
16654157674;"FIO DENTAL GABI PIMENTA SEXY";"3104000004445";12;A;P;"";10;""
16654116890;"VIBRADOR MAGIC ROSE 2 SEXY";"3104000004444";36;A;P;"";1;""
16654102240;"FIO DENTAL LAP DANCE SEXY";"3104000004443";24;A;P;"";12;""
16654089931;"FIO DE FADA INFANTIL";"3104000004442";17;A;P;"";12;""
16654081834;"PORTA RETATO 17,00";"3104000004441";17;A;P;"";4;""
16654058017;"VELA ELETRICA 6,00";"3104000004440";6;A;P;"";-6;""
16653757530;"FLOR ARTIFICIAL DE VIDRO";"3104000004439";17;A;P;"";10;""
16653736814;"BRINQUEDO ABELHA Á CORDA";"3104000004438";17;A;P;"";6;""
16653735409;"PORTA RETRATO DOBRAVÉL DUPLO";"3104000004437";24;A;P;"";7;""
16653733441;"BRINQUEDO COBRA ELASTICA GRUDENTA";"3104000004436";12;A;P;"";6;""
16653722240;"LIVRO CALIGRAFIA INFANTIL";"3104000004435";12;A;P;"";17;""
16653718921;"JOGO AMERICANO DE PLASTICO";"3104000004434";12;A;P;"";10;""
16653712606;"KIT VASSOURA + PÁ DE PLASTICO";"3104000004433";12;A;P;"";6;""
16653711679;"CHAPEU DE COWBOY";"3104000004432";12;A;P;"";0;""
16653565874;"PÊNDULO DE NEWTON";"3104000004431";24;A;P;"";1;""
16653556874;"COLAR DE MESA";"3104000004430";12;A;P;"";1;""
16653554533;"COLAR DE MESA GOLD";"3104000004429";17;A;P;"";2;""
16653540962;"TAPETE BEM VINDO";"3104000004428";17;A;P;"";13;""
16653538114;"PORTA COMPRIMIDO PREMIUM";"3104000004427";24;A;P;"";2;""
16653527600;"TERMOMETRO DE AMBIENTE";"3104000004426";12;A;P;"";8;""
16653519426;"MOLDE DE BISCOITO";"3104000004425";12;A;P;"";22;""
16653517956;"FLOR DECORATIVA C/ IMÃ GELADEIRA";"3104000004424";12;A;P;"";15;""
16653509904;"VASSOURA INFANTIL";"3104000004423";12;A;P;"";7;""
16653497202;"BANDEJA DE MADEIRA RETANGULAR";"3104000004422";36;A;P;"";23;""
16653466005;"VASO + PLANTA DECORATIVO GOLD";"3104000004421";17;A;P;"";35;""
16653444879;"ALBUM DE FOTOS";"3104000004420";27;A;P;"";19;""
16653440663;"TARTARUGA DECORAÇÃO";"3104000004419";12;A;P;"";8;""
16653425037;"KIT CONFEITEIRO DE SILICONE";"3104000004418";17;A;P;"";8;""
16653423566;"DINO LEGAL BRINQUEDO";"3104000004417";12;A;P;"";8;""
16653420556;"ESCORREDOR DE LOUÇAS BAMBU";"3104000004416";24;A;P;"";6;""
16653417631;"TOALHA DE MESA IMPERMÉAVEL";"3104000004415";12;A;P;"";11;""
16653415561;"CHAPEU DE PALHA";"3104000004414";12;A;P;"";-1;""
16653412999;"TOALHA DE GELADEIRA";"3104000004413";12;A;P;"";3;""
16653412034;"CORTINA DE PIA";"3104000004412";12;A;P;"";10;""
16653406974;"ESPATULA P/PATÊ";"3104000004411";12;A;P;"";12;""
16653399970;"MARCADOR DE COPOS 6PÇS";"3104000004410";12;A;P;"";8;""
16653398793;"PORTA COPO DE MADEIRA 6PÇS";"3104000004409";12;A;P;"";8;""
16653397612;"REGUÁ MEDIDORA DE PAREDE INFANTIL";"3104000004408";12;A;P;"";11;""
16653382024;"ETIQUETA ESCOLAR ADESIVA";"3104000004407";12;A;P;"";11;""
16653381006;"VARAL DE PLASTICO P/ CALÇADOS";"3104000004406";12;A;P;"";7;""
16653378877;"CAPA PARA ALMOFADA";"3104000004405";17;A;P;"";9;""
16653376301;"FORMA DE SILICONE P/ PICOLE E DOCE";"3104000004404";17;A;P;"";4;""
16653374501;"PAPEL DE PAREDE 45CM X 5M";"3104000004403";24;A;P;"";18;""
16653274018;"TAPA MAMILO PREMIUM SEXY";"3104000004402";24;A;P;"";4;""
16653266339;"GRAMPO PARA MAMILO";"3104000004401";17;A;P;"";;""
16653262108;"ÓLEO PARA MASSAGEM MORANGO SEXY";"3104000004400";12;A;P;"";0;""
16653258801;"PERFUME INTIMO SEXY";"3104000004399";12;A;P;"";3;""
16653246932;"CREME EXCITANTE FEMME 4G";"3104000004398";6;A;P;"";3;""
16653243960;"PAPERMINT LÂMINAS REFRESCANTES SEXY";"3104000004397";6;A;P;"";2;""
16653242990;"GUMMY DO AMOR SEXY";"3104000004396";12;A;P;"";2;""
16653086498;"TATUAGEM FAKE";"";12;A;P;"";;""
16653073805;"CREME MASCULINO SEXY";"3104000004394";12;A;P;"";9;""
16653033366;"TESAO DE VACA 10ML SEX";"3104000004392";12;A;P;"";51;""
16653024561;"JOGO DUELO DO PRAZER SEXY";"3104000004391";12;A;P;"";35;""
16653017346;"DURAMAIS GEL MASCULINO";"3104000004390";17;A;P;"";7;""
16653013164;"GEL MASSAGEM 100DOR SEXY";"3104000004389";17;A;P;"";20;""
16652984502;"PERFUME DE CUECA";"";12;A;P;"";;""
16652982539;"PERFUME FEROMÔNIO AEROSSOL";"";24;A;P;"";;""
16652979695;"LENÇO UMEDECIDO INTIMO";"3104000004386";17;A;P;"";9;""
16652967982;"CESTA DIA DOS NAMORADOS";"3104000004385";75;A;P;"";0;""
16652967592;"CESTA DIA DOS NAMORADOS";"3104000004384";92;A;P;"";0;""
16652967349;"CESTA DIA DOS NAMORADOS";"3104000004383";53;A;P;"";0;""
16652966945;"CESTA DIA DOS NAMORADOS";"3104000004382";189;A;P;"";-1;""
16652966463;"CESTA DIA DOS NAMORADOS";"3104000004381";177;A;P;"";0;""
16652961369;"SEXY DRINK";"3104000004380";6;A;P;"";8;""
16652931082;"CESTA DIA DOS NAMORADOS";"3104000004379";60;A;P;"";0;""
16652930923;"CESTA DIA DOS NAMORADOS";"3104000004378";147;A;P;"";-1;""
16652930790;"CESTA DIA DOS NAMORADOS";"3104000004377";188;A;P;"";-1;""
16652930663;"CESTA DIA DOS NAMORADOS";"3104000004376";111;A;P;"";0;""
16652930495;"CESTA DIA DOS NAMORADOS";"3104000004375";113;A;P;"";0;""
16652848432;"BUCHINHA QUADRILHA";"3104000004374";12;A;P;"";36;""
16652797584;"KIT BUCHINHA QUADRILHA";"3104000004373";24;A;P;"";44;""
16652794319;"KIT PRESILHAS QUADRILHA";"3104000004372";24;A;P;"";134;""
16652792485;"BANDEIRINHA QUADRILHA";"3104000004371";12;A;P;"";3;""
16652785415;"FITA DECORATIVA QUADRILHA";"3104000004370";12;A;P;"";18;""
16652783346;"PRESILHA QUADRILHA";"3104000004369";12;A;P;"";62;""
16652777919;"ARQUINHO QUADRILHA";"3104000004368";12;A;P;"";91;""
16652702213;"GLOSS ISIS BRILHO INTENSO";"3104000004367";12;A;P;"";48;""
16652660966;"FRALDA MENSTRUAL PARA PET";"3104000004366";17;A;P;"";2;""
16652514319;"BRINQUEDO BOLA TEASER";"3104000004365";24;A;P;"";8;""
16652503023;"PÁ PARA AREIA DE GATOS";"3104000004364";24;A;P;"";11;""
16652492267;"OCULOS REDONDO PARA PET";"3104000004363";24;A;P;"";17;""
16652477904;"TAPETE TÉRMICO PARA PET";"3104000004362";36;A;P;"";0;""
16652475409;"BANDANA PARA PET";"3104000004361";12;A;P;"";9;""
16652468313;"ESCOVA DE DENTE 2PONTAS PARA PET";"3104000004360";12;A;P;"";19;""
16652464314;"BRINQUEDO ABACATE COM CATNIP PARA PET";"3104000004359";17;A;P;"";48;""
16652461171;"BRINQUEDO DE CORDA PARA PET";"3104000004358";17;A;P;"";8;""
16652450065;"MORDEDOR D/ ANIMAL PARA PET COM SOM";"3104000004357";24;A;P;"";2;""
16652373781;"CESTA DIA DOS NAMORADOS";"3104000004356";183;A;P;"";-1;""
16652373436;"CESTA DIA DOS NAMORADOS";"3104000004355";72;A;P;"";-1;""
16652365615;"CESTA DIA DOS NAMORADOS";"3104000004354";74;A;P;"";-1;""
16652365158;"CESTA DIA DOS NAMORADOS";"3104000004353";86;A;P;"";-1;""
16652361557;"CESTA DIA DOS NAMORADOS";"3104000004352";221.97;A;P;"";-1;""
16652361077;"CESTA DIA DOS NAMORADOS";"3104000004351";200;A;P;"";0;""
16652360566;"CESTA DIA DOS NAMORADOS";"3104000004350";64;A;P;"";0;""
16652348662;"MOLETOM TÉRMICO";"3104000004349";36;A;P;"";29;""
16652312290;"FONTE USB - C 20W";"3104000004348";24;A;P;"";29;""
16652301357;"GALHO DE FLOR";"3104000004347";27;A;P;"";212;""
16652247006;"MODELADOR TÉRMICO";"3104000004346";24;A;P;"";30;""
16652235527;"AJUSTADOR DE COLUNA";"3104000004344";24;A;P;"";22;""
16652220472;"FONTE USB + USB - C";"3104000004345";24;A;P;"";32;""
16652207946;"CABO USB / TIPO - C 25W";"3104000004343";12;A;P;"";40;""
16652203207;"FONTE USB-C";"3104000004342";27;A;P;"";58;""
16652176750;"CABO USB / TIPO C";"3104000004341";17;A;P;"";0;""
16652175572;"CABO USB-C / LIGHTNING 30W";"3104000004340";17;A;P;"";11;""
16652171502;"CABO USB-C / TIPO C 60W";"3104000004339";17;A;P;"";12;""
16652168138;"CABO USB / LIGHTNING 20W";"3104000004338";17;A;P;"";4;""
16652129355;"POWER BANK 5000 mAh";"3104000004337";36;A;P;"";101;""
16652115030;"CARREGADOR DE INDUÇÃO";"3104000004336";36;A;P;"";8;""
16652089166;"CAMISA PARA EMAGRECIMENTO";"3104000004335";24;A;P;"";18;""
16651941579;"CESTA DIA DOS NAMORADOS";"3104000004334";77;A;P;"";0;""
16651861330;"PINCEL DE MAQUIAGEM PROMO";"3104000004333";6;A;P;"";43;""
16651860417;"PINCEL DE UNHA PROMO";"3104000004332";6;A;P;"";28;""
16651797478;"BANDEIROLA DE FESTA JUNINA";"3104000004331";12;A;P;"";40;""
16651735697;"PULSEIRAS PROMO";"3104000004330";6;A;P;"";5;""
16651734695;"GRAMPOS PROMO";"3104000004329";6;A;P;"";9;""
16651734258;"ACESSORIO INFANTIL PROMO";"3104000004328";6;A;P;"";12;""
16651733128;"PRESILHAS PROMO";"3104000004327";6;A;P;"";3;""
16651708148;"PORTA JOIA ACRÍLICO 2 ANDARES";"3104000004326";24;A;P;"";31;""
16651706542;"PORTA MAQUIAGEM ACRÍLICO";"3104000004325";17;A;P;"";67;""
16651645422;"TRIO BRINCO DE PINO";"3104000004324";12;A;P;"";0;""
16651575093;"COLETE DE FESTA JUNINA";"3104000004323";27;A;P;"";2;""
16651034344;"BALÃO DECORATIVO FESTA JUNINA";"3104000004322";12;A;P;"";9;""
16651026818;"SOMBRINHA FESTA JUNINA";"3104000004321";12;A;P;"";6;""
16651009437;"GRAVATA FESTA JUNINA";"3104000004320";12;A;P;"";50;""
16650924816;"CANETA PRETA";"3104000004319";6;A;P;"";29;""
16650525676;"CAMISA DA SELEÇÃO BRASILEIRA";"3104000004318";24;A;P;"";-115;""
16650524088;"BALÃO CORAÇÃO";"3104000004317";12;A;P;"";2;""
16649496606;"SPACE RM NOTE 12";"3104000004316";12;A;P;"";0;""
16649364500;"TONICO FACIAL ROSA MOSQUETA";"3104000004315";12;A;P;"";22;""
16649334244;"CREME FACIAL DIURNO";"3104000004314";17;A;P;"";35;""
16649327202;"DESODORANTE ÍNTIMO MORANGO";"3104000004313";17;A;P;"";14;""
16649320992;"ÓLEO CORPORAL UVA MERLOT - ISIS";"3104000004312";17;A;P;"";10;""
16649314550;"DESODORANTE ÍNTIMO TUTTI-FRUIT";"3104000004311";17;A;P;"";18;""
16649309650;"DESODORANTE ÍNTIMO DOCE PAIXÃO";"3104000004310";17;A;P;"";20;""
16649307549;"ÓLEO DE BANHO - ISIS";"3104000004309";17;A;P;"";11;""
16649304398;"OLEO CORPORAL AMEIXA";"3104000004308";17;A;P;"";2;""
16649030909;"BASE LIQUIDA PREMIUM";"3104000004306";17;A;P;"";7;""
16648986021;"PORTA ADESIVO DE TOALHA";"3104000004305";17;A;P;"";57;""
16648965692;"TOALHA PARA BEBÊ";"3104000004304";24;A;P;"";29;""
16648934749;"KIT SACO LAVADOURA DE ROUPA";"3104000004303";36;A;P;"";81;""
16648922969;"BOLSA PARA LAVAR TENIS";"3104000004302";24;A;P;"";69;""
16648897623;"KIT VIAGEM 4 EM 1";"3104000004301";24;A;P;"";66;""
16648889349;"MINI BALANÇA";"3104000004300";24;A;P;"";11;""
16648750418;"COPO MAGNETICO P/ CAFE";"3104000004299";47;A;P;"";46;""
16648707982;"FONE BLUETOOTH P9";"";36;A;P;"";;""
16648701695;"MASSAGEADOR FACIAL ELETRICO";"3104000004297";24;A;P;"";22;""
16648691520;"FONE BLUETOOTH P47";"3104000004296";24;A;P;"";48;""
16648668717;"MASSAGEADOR MULTIFUNCIONAL";"3104000004295";48;A;P;"";2;""
16648655586;"LAVADOR DE PINCEL DE MAQUIAGEM";"3104000004294";27;A;P;"";8;""
16648651622;"CAMINHO DE MESA";"3104000004293";24;A;P;"";0;""
16648647870;"MOSQUITEIRO PARA CAMA";"3104000004292";24;A;P;"";11;""
16648347599;"ADESIVO FESTA JUNINA";"3104000004291";12;A;P;"";84;""
16648329068;"MINI ROBÔ ASPIRADOR";"3104000004290";48;A;P;"";;""
16648318699;"BOLSA + LENÇO";"3104000004289";53;A;P;"";2;""
16648296431;"BODY MODELADOR FTNESS";"3104000004288";36;A;P;"";81;""
16648287922;"CINTA MODELADORA FITNESS";"3104000004287";27;A;P;"";49;""
16648250853;"ESPUMA FLORAL";"3104000004286";12;A;P;"";9;""
16648220969;"SAIA DE FESTA JUNINA";"3104000004285";27;A;P;"";4;""
16648215213;"BOLSA DE PRAIA OVAL";"3104000004284";36;A;P;"";7;""
16648208068;"NECESSAIRE TRANSPARENTE";"3104000004283";24;A;P;"";10;""
16648200114;"BOLSA DE PRAIA QUADRADA";"3104000004282";36;A;P;"";7;""
16648182878;"DOLEIRA COM SUPORTE DE GARRAFA";"3104000004281";12;A;P;"";15;""
16648154765;"BOLSA TRANSVERSAL 4 ZIPERS";"3104000004280";24;A;P;"";22;""
16648148359;"SAPATILHA INFANTIL";"3104000004279";27;A;P;"";6;""
16648138679;"BONECO PINGUIM BOBO 32CM";"3104000004278";12;A;P;"";14;""
16648133011;"BONECO PINGUIM BOBO 70CM";"3104000004277";24;A;P;"";15;""
16648125606;"CAIXINHA DECORATIVA";"3104000004276";6;A;P;"";95;""
16648100742;"BERÇO MOISÉS INFANTIL COM PROTEÇÃO";"3104000004275";36;A;P;"";4;""
16648033459;"ESCOVA DE DENTE PARA BEBÊ";"3104000004274";12;A;P;"";23;""
16648030704;"ESCOVA MULTIFUNCIONAL PARA LIMPEZA";"3104000004273";12;A;P;"";9;""
16648012531;"CAIXA DE PRESENTE PREMIUM";"3104000004272";24;A;P;"";15;""
16648000836;"CAIXA DE PRESENTE GOLD";"3104000004271";17;A;P;"";18;""
16647996588;"ADESIVO REPELENTE C/36";"3104000004270";12;A;P;"";12;""
16647450070;"SUPORTE DE BANHEIRO";"3104000004269";12;A;P;"";39;""
16647371742;"CORRETIVO MATTE";"3104000004268";12;A;P;"";2;""
16647188598;"CESTA DIA DOS NAMORADOS";"3104000004267";59;A;P;"";0;""
16647179685;"ÓLEO DE CABELO";"3104000004266";12;A;P;"";-2;""
16647165750;"BRILHO LABIAL AMOR ANJO";"3104000004265";12;A;P;"";28;""
16647152704;"KIT LAPIS UNIVERSAL";"3104000004264";12;A;P;"";1;""
16647124644;"IMAGEM NOSSA SENHORA 8CM";"3104000004263";12;A;P;"";55;""
16646403698;"PULSEIRA RELIGIOSA";"3104000004262";12;A;P;"";151;""
16646107355;"BODY SPLASH BELLA";"3104000004261";12;A;P;"";63;""
16646084541;"COPO TÉRMICO C/ CORDINHA";"3104000004260";47;A;P;"";13;""
16646083900;"COPO STANLEY ONÇA 1200ML";"3104000004259";47;A;P;"";27;""
16646083181;"COPO STANLEY FLORAL 1200ML";"3104000004258";47;A;P;"";17;""
16646080367;"COPO STANLEY PROMOÇÃO";"3104000004257";40;A;P;"";1;""
16645968781;"COPO TÉRMICO FUNNY 1200ML";"3104000004256";47;A;P;"";40;""
16645943591;"COPO STANLEY CAFÉ";"3104000004255";36;A;P;"";37;""
16645927569;"GARRAFA STANLEY FLIP STRAW";"3104000004254";36;A;P;"";60;""
16645867548;"LIP GLOSS BERRY CHOCOLATE";"3104000004253";12;A;P;"";3;""
16645866601;"PROTETOR SOLAR 50 FPS";"3104000004252";17;A;P;"";8;""
16645859320;"MASCARA CONTROLA OLEOSIDADE";"3104000004251";12;A;P;"";10;""
16645834311;"ESFOLIANTE PARA OS PES";"3104000004250";12;A;P;"";10;""
16645787067;"LIP GLOSS STRAWBERRY";"3104000004249";12;A;P;"";1;""
16645782336;"HIDRATANTE ANJO";"3104000004248";24;A;P;"";10;""
16645781849;"HIDRATANTE AMBAR ROYALE";"3104000004247";24;A;P;"";12;""
16645781152;"PERFUME OUR SEDUCTION";"3104000004246";24;A;P;"";10;""
16645780542;"PERFUME ILUMINATE";"3104000004245";24;A;P;"";0;""
16645780124;"PERFUME MY SEDUCTION";"3104000004244";24;A;P;"";5;""
16645779467;"PERFUME BLACK HEEL";"3104000004243";24;A;P;"";4;""
16645778919;"PERFUME SWEET SEDUCTION";"3104000004242";24;A;P;"";1;""
16645777735;"PERFUME PINK HEEL";"3104000004241";24;A;P;"";0;""
16645773552;"GELO FACIAL";"3104000004240";12;A;P;"";25;""
16645772256;"HIDRATANTE CORPORAL AMEIXA";"3104000004239";12;A;P;"";1;""
16645766397;"BUMBUM CREAM";"3104000004238";17;A;P;"";11;""
16645763111;"LOÇÃO HIDRATANTE VITA EST BELLE";"3104000004237";12;A;P;"";13;""
16645760965;"LOÇÃO HIDRATANTE FANCY GIRL";"3104000004236";12;A;P;"";11;""
16645759434;"CREME DE MÃOS CLASSIC";"3104000004235";12;A;P;"";11;""
16645753182;"LOÇÃO HIDRATANTE FRENESI";"3104000004234";12;A;P;"";11;""
16645727278;"KIT SHAMPOO + CONDICIONADOR INFANTIL";"3104000004233";24;A;P;"";23;""
16645702728;"PALETA STITCH";"3104000004232";12;A;P;"";0;""
16645695913;"KIT GLOSS";"3104000004231";24;A;P;"";21;""
16645688798;"PROTETOR FACIAL SEM COR 60 FPS";"3104000004230";24;A;P;"";10;""
16645686899;"DEFRIZANTE PRANCHA E ESCOVA";"3104000004229";12;A;P;"";6;""
16645676293;"PROTETOR SOLAR BB CREAM 30 FPS";"3104000004228";24;A;P;"";67;""
16645671452;"LIP OIL QUITANDA";"3104000004227";12;A;P;"";15;""
16645669377;"BSE LIQUIDA + PROTETOR SOLAR BEAUTY";"3104000004226";24;A;P;"";18;""
16645659133;"LIP GLOSS";"3104000004225";12;A;P;"";98;""
16645657956;"MASCARA ANTI-RUGAS";"3104000004224";12;A;P;"";12;""
16645656189;"PERFUME SPRING";"3104000004223";24;A;P;"";11;""
16645655727;"PERFUME FREE";"3104000004222";24;A;P;"";7;""
16645655181;"PERFUME CHANCE";"3104000004221";24;A;P;"";11;""
16645654424;"PERFUME CHANGE";"3104000004220";24;A;P;"";7;""
16645653316;"PERFUME NEW";"3104000004219";24;A;P;"";12;""
16645650460;"PERFUME LE VIA AND BEST";"3104000004218";24;A;P;"";12;""
16645649567;"PERFUME FLICKER BLUEBELL";"3104000004217";24;A;P;"";12;""
16645648686;"PERFUME VEROSE SHINY CRYSTAL";"3104000004216";24;A;P;"";8;""
16645645515;"PERFUME ELEGANT POISON";"3104000004215";24;A;P;"";8;""
16645644112;"KIT SHAMPOO + CONDICIONADOR 250ML";"3104000004214";24;A;P;"";21;""
16645642090;"ÓLEO DE AMÊNDOA DOCE 100ML";"3104000004213";12;A;P;"";4;""
16645297693;"BOLA DE CRISTAL SKINCARE";"3104000004212";24;A;P;"";13;""
16645294254;"MASCARA RELAXANTE";"3104000004211";24;A;P;"";30;""
16645216820;"SUTIÃ DE SILICONE";"3104000004209";17;A;P;"";164;""
16645189057;"GAVETEIRO DE GATINHA COM ESPELHO";"3104000004208";36;A;P;"";19;""
16645182010;"ESPANADOR AJUSTÁVEL";"3104000004207";12;A;P;"";41;""
16645174429;"ESCOVA ALISADORA E MODELADORA";"3104000004206";24;A;P;"";6;""
16645137843;"PORTA JOIA REDONDO";"3104000004205";12;A;P;"";18;""
16644227430;"BOMBONIERE COM SUSPIRO";"3104000004204";17;A;P;"";0;""
16643332267;"NECESSAIRE GOLD";"3104000004183";27;A;P;"";0;""
16642796567;"PELIC 3D SM A04S";"3104000004182";12;A;P;"";10;""
16641373080;"PELIC 3D SM A36/56/M56";"3104000004180";12;A;P;"";16;""
16641372496;"PELIC 3D MT G06S/G60";"3104000004179";12;A;P;"";10;""
16641206245;"PELIC 3D RM NOTE 15 PRO";"3104000004178";12;A;P;"";10;""
16641200998;"PELIC 3D MT G8 PLAY";"3104000004177";12;A;P;"";10;""
16640953844;"CASE RM REALME C65";"3104000004176";12;A;P;"";10;""
16640951947;"CASE RM REALME C55";"3104000004175";12;A;P;"";10;""
16640882911;"CASE SM S30";"3104000004174";12;A;P;"";20;""
16640881154;"CASE RM NOTE 11S";"3104000004173";12;A;P;"";17;""
16640752437;"CASE RM NOTE 14 PRO 4G";"3104000004172";12;A;P;"";25;""
16640751035;"CASE RM NOTE 15";"3104000004171";12;A;P;"";29;""
16640668279;"CASE PC X6";"3104000004170";12;A;P;"";18;""
16640305043;"CASE COURO + PELIC IP 16 PRO";"3104000004169";48;A;P;"";22;""
16640247753;"CASE COURO PROMOÇÃO";"3104000004168";12;A;P;"";0;""
16640223175;"CASE COURO+IND/CAM/SUP IP 16";"3104000004167";48;A;P;"";19;""
16640141014;"CASE COURO+IND/CAM/SUP IP 16 P MAX";"3104000004166";48;A;P;"";7;""
16640140173;"CASE COURO+IND/CAM/SUP IP 16 PRO";"3104000004165";48;A;P;"";19;""
