item;sourceFile;status;reason
230;ChatGPT Image 3 de jul. de 2026, 13_12_48 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
232;ChatGPT Image 3 de jul. de 2026, 13_12_48 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
233;ChatGPT Image 3 de jul. de 2026, 13_12_49 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
237;ChatGPT Image 3 de jul. de 2026, 13_13_19 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
238;ChatGPT Image 3 de jul. de 2026, 13_33_14 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa da pulseira smart couro; produto ja recebeu imagem principal no item 236."
239;ChatGPT Image 3 de jul. de 2026, 13_33_14 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
240;ChatGPT Image 3 de jul. de 2026, 13_37_53 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
241;ChatGPT Image 3 de jul. de 2026, 13_37_56 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
242;ChatGPT Image 3 de jul. de 2026, 13_37_56 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
243;ChatGPT Image 3 de jul. de 2026, 13_37_56 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
244;ChatGPT Image 3 de jul. de 2026, 13_39_46.png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
